"Car [id=974, make=Hyundai, model=Scoupe, color=Violet, year=1992, price=54831.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=716, make=Hyundai, model=Sonata, color=Red, year=1996, price=39077.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=732, make=Mitsubishi, model=Galant, color=Mauv, year=1997, price=15553.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=128, make=Mitsubishi, model=Mighty Max Macro, color=Green, year=1993, price=28450.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=351, make=Toyota, model=Paseo, color=Khaki, year=1993, price=37711.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=19, make=Lamborghini, model=Diablo, color=Teal, year=1999, price=27438.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=149, make=Pontiac, model=Grand Am, color=Yellow, year=2000, price=80581.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=759, make=Chrysler, model=Sebring, color=Yellow, year=1997, price=69509.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=874, make=Ford, model=E-Series, color=Green, year=1994, price=78368.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=851, make=Acura, model=Legend, color=Goldenrod, year=1990, price=71124.08]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=96, make=Mazda, model=Miata MX-5, color=Puce, year=1995, price=36391.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=400, make=Nissan, model=300ZX, color=Fuscia, year=1994, price=27127.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=696, make=Pontiac, model=Firefly, color=Purple, year=1984, price=44267.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=664, make=GMC, model=Sonoma Club Coupe, color=Yellow, year=1997, price=44341.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=150, make=Nissan, model=Sentra, color=Goldenrod, year=1994, price=72513.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=389, make=Kia, model=Sportage, color=Green, year=1997, price=66723.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=484, make=Honda, model=CR-X, color=Aquamarine, year=1985, price=23012.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=471, make=Toyota, model=Land Cruiser, color=Teal, year=1995, price=84091.61]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=927, make=Mazda, model=Miata MX-5, color=Orange, year=1999, price=87678.43]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=892, make=Ford, model=Mustang, color=Indigo, year=1974, price=93853.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=681, make=Ford, model=Econoline E150, color=Teal, year=1994, price=37000.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=707, make=Ford, model=Contour, color=Yellow, year=1995, price=42143.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=564, make=Mitsubishi, model=Chariot, color=Turquoise, year=1993, price=87653.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=667, make=Mercury, model=Topaz, color=Puce, year=1991, price=20119.8]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=260, make=Honda, model=Accord, color=Mauv, year=1986, price=29485.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=387, make=Ford, model=Explorer, color=Pink, year=1991, price=81241.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=809, make=Eagle, model=Vision, color=Pink, year=1997, price=75711.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=224, make=Chevrolet, model=Tahoe, color=Mauv, year=1998, price=97928.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=694, make=Fillmore, model=Fillmore, color=Turquoise, year=1960, price=97211.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=122, make=Chrysler, model=New Yorker, color=Maroon, year=1992, price=19728.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=508, make=Jaguar, model=XK Series, color=Khaki, year=1999, price=6416.3]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=291, make=Mitsubishi, model=L300, color=Khaki, year=1990, price=99932.82]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=143, make=Buick, model=Skylark, color=Yellow, year=1997, price=9031.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=419, make=Pontiac, model=Montana, color=Mauv, year=1999, price=62186.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=237, make=Cadillac, model=Catera, color=Teal, year=1998, price=83323.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=932, make=Volkswagen, model=Scirocco, color=Aquamarine, year=1985, price=18870.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=647, make=Suzuki, model=Sidekick, color=Indigo, year=1992, price=66528.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=637, make=Ford, model=Ranger, color=Mauv, year=1996, price=88121.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=16, make=Ford, model=Laser, color=Teal, year=1988, price=16117.68]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=94, make=Nissan, model=Pathfinder, color=Green, year=2000, price=43884.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=154, make=Oldsmobile, model=Silhouette, color=Khaki, year=1997, price=49429.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=261, make=Mercedes-Benz, model=M-Class, color=Violet, year=1998, price=97742.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=661, make=Pontiac, model=Bonneville, color=Red, year=1998, price=23585.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=236, make=GMC, model=Sonoma, color=Blue, year=1994, price=95535.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=973, make=Plymouth, model=Grand Voyager, color=Aquamarine, year=2000, price=85536.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=133, make=Audi, model=90, color=Fuscia, year=1994, price=43086.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=319, make=Lincoln, model=Town Car, color=Turquoise, year=1993, price=70850.82]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=544, make=Buick, model=Park Avenue, color=Aquamarine, year=1995, price=49461.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=323, make=Ford, model=F150, color=Pink, year=1999, price=60658.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=534, make=Nissan, model=Sentra, color=Yellow, year=2000, price=84550.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=577, make=Cadillac, model=Fleetwood, color=Khaki, year=1993, price=47865.52]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=770, make=Toyota, model=Celica, color=Goldenrod, year=1999, price=78824.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=659, make=Volkswagen, model=Beetle, color=Mauv, year=1965, price=15697.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=276, make=Maserati, model=Quattroporte, color=Red, year=1984, price=24164.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=562, make=Mitsubishi, model=Pajero, color=Turquoise, year=1986, price=11195.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=749, make=Chevrolet, model=Corvette, color=Crimson, year=1994, price=62990.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=752, make=Dodge, model=Dakota Club, color=Puce, year=1997, price=88941.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=186, make=GMC, model=1500 Club Coupe, color=Turquoise, year=1997, price=84115.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=74, make=Saturn, model=S-Series, color=Fuscia, year=1999, price=18921.49]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=174, make=Chevrolet, model=Suburban 2500, color=Maroon, year=1993, price=88470.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=731, make=Dodge, model=Ram Van B350, color=Puce, year=1992, price=91022.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=709, make=Saab, model=900, color=Red, year=1991, price=45455.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=475, make=Buick, model=Roadmaster, color=Red, year=1995, price=83600.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=409, make=Chevrolet, model=Corvette, color=Red, year=1968, price=52604.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=277, make=Mitsubishi, model=GTO, color=Indigo, year=1990, price=21081.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=778, make=GMC, model=Sonoma, color=Teal, year=1992, price=52346.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=427, make=Ford, model=Bronco, color=Goldenrod, year=1992, price=22221.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=899, make=Dodge, model=Grand Caravan, color=Pink, year=1993, price=71138.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=600, make=Mazda, model=Protege, color=Violet, year=2000, price=49743.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=275, make=Buick, model=LeSabre, color=Crimson, year=2000, price=38866.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=338, make=Buick, model=Electra, color=Red, year=1985, price=93820.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=578, make=Ford, model=Mustang, color=Goldenrod, year=1992, price=54581.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=340, make=Chevrolet, model=Camaro, color=Orange, year=1969, price=64793.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=656, make=Subaru, model=Outback, color=Turquoise, year=2000, price=60016.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=313, make=Pontiac, model=Sunfire, color=Violet, year=1996, price=88916.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=314, make=Mitsubishi, model=Expo, color=Orange, year=1992, price=97237.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=748, make=Mercury, model=Cougar, color=Puce, year=1968, price=90575.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=627, make=Pontiac, model=GTO, color=Khaki, year=1969, price=15705.65]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=193, make=Ford, model=Aspire, color=Fuscia, year=1995, price=45388.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=947, make=Daewoo, model=Nubira, color=Pink, year=1999, price=92830.47]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=959, make=Cadillac, model=DeVille, color=Violet, year=1998, price=88184.37]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=136, make=Pontiac, model=Firebird Trans Am, color=Maroon, year=1986, price=62525.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=639, make=Mercedes-Benz, model=E-Class, color=Violet, year=1994, price=10498.66]Error Message is [This model is old. We are not accept this model!!!]"
